date,status,value
2021-04-12T21:15Z,200,11087
2021-04-12T21:15Z,304,3279
2021-04-12T21:15Z,404,747
2021-04-12T21:15Z,302,413
2021-04-12T21:30Z,200,10943
2021-04-12T21:30Z,304,3612
2021-04-12T21:30Z,302,2413
2021-04-12T21:30Z,404,697
2021-04-12T21:45Z,200,10180
2021-04-12T21:45Z,302,4491
2021-04-12T21:45Z,304,3102
2021-04-12T21:45Z,404,902
2021-04-12T21:45Z,499,964
2021-04-12T22:00Z,200,9655
2021-04-12T22:00Z,304,2893
2021-04-12T22:00Z,404,1538
2021-04-12T22:00Z,302,1552
2021-04-12T22:15Z,200,10769
2021-04-12T22:15Z,304,3489
2021-04-12T22:15Z,404,2731
2021-04-12T22:15Z,302,719
2021-04-12T22:15Z,503,518
2021-04-12T22:30Z,200,8532
2021-04-12T22:30Z,304,3207
2021-04-12T22:30Z,404,589
2021-04-12T22:30Z,302,601
2021-04-12T22:45Z,200,7171
2021-04-12T22:45Z,304,2860
2021-04-12T22:45Z,302,2070
2021-04-12T22:45Z,404,680
2021-04-12T23:00Z,200,9630
2021-04-12T23:00Z,304,2906
2021-04-12T23:00Z,404,1347
2021-04-12T23:00Z,302,435
2021-04-12T23:00Z,499,652
2021-04-12T23:15Z,200,8912
2021-04-12T23:15Z,304,3412
2021-04-12T23:15Z,404,1772
2021-04-12T23:15Z,302,1306
2021-04-12T23:30Z,200,10912
2021-04-12T23:30Z,304,3669
2021-04-12T23:30Z,302,1984
2021-04-12T23:30Z,404,1055
2021-04-12T23:45Z,200,8984
2021-04-12T23:45Z,304,3551
2021-04-12T23:45Z,404,1113
2021-04-12T23:45Z,302,317
2021-04-13,200,7792
2021-04-13,304,2459
2021-04-13,404,1425
2021-04-13,302,708
2021-04-13,499,952
2021-04-13T00:15Z,200,8359
2021-04-13T00:15Z,304,2662
2021-04-13T00:15Z,404,1581
2021-04-13T00:30Z,200,8745
2021-04-13T00:30Z,304,2774
2021-04-13T00:30Z,404,1270
2021-04-13T00:30Z,302,715
2021-04-13T00:45Z,200,7512
2021-04-13T00:45Z,304,3682
2021-04-13T00:45Z,404,774
2021-04-13T01:00Z,200,8777
2021-04-13T01:00Z,304,3465
2021-04-13T01:00Z,404,1128
2021-04-13T01:00Z,302,817
2021-04-13T01:15Z,200,7158
2021-04-13T01:15Z,304,3614
2021-04-13T01:15Z,404,1236
2021-04-13T01:15Z,403,761
2021-04-13T01:30Z,200,7843
2021-04-13T01:30Z,304,3489
2021-04-13T01:30Z,404,793
2021-04-13T01:45Z,200,7181
2021-04-13T01:45Z,304,3685
2021-04-13T01:45Z,404,1214
2021-04-13T02:00Z,200,10154
2021-04-13T02:00Z,304,3807
2021-04-13T02:00Z,404,1295
2021-04-13T02:15Z,200,7516
2021-04-13T02:15Z,304,3915
2021-04-13T02:15Z,404,2020
2021-04-13T02:30Z,200,7772
2021-04-13T02:30Z,304,3006
2021-04-13T02:30Z,404,2065
2021-04-13T02:45Z,200,8004
2021-04-13T02:45Z,304,3748
2021-04-13T02:45Z,404,815
2021-04-13T03:00Z,200,7665
2021-04-13T03:00Z,304,3754
2021-04-13T03:00Z,404,1063
2021-04-13T03:00Z,499,915
2021-04-13T03:00Z,302,457
2021-04-13T03:15Z,200,6704
2021-04-13T03:15Z,304,3920
2021-04-13T03:15Z,404,742
2021-04-13T03:30Z,200,7283
2021-04-13T03:30Z,304,3159
2021-04-13T03:30Z,404,968
2021-04-13T03:30Z,302,581
2021-04-13T03:45Z,200,8765
2021-04-13T03:45Z,304,3956
2021-04-13T03:45Z,404,897
2021-04-13T04:00Z,200,8214
2021-04-13T04:00Z,304,2799
2021-04-13T04:00Z,404,730
2021-04-13T04:00Z,500,522
2021-04-13T04:00Z,302,362
2021-04-13T04:15Z,200,8730
2021-04-13T04:15Z,304,3242
2021-04-13T04:15Z,404,957
2021-04-13T04:30Z,200,9973
2021-04-13T04:30Z,304,2948
2021-04-13T04:30Z,404,1051
2021-04-13T04:45Z,200,8456
2021-04-13T04:45Z,304,3531
2021-04-13T04:45Z,404,256
2021-04-13T05:00Z,200,10677
2021-04-13T05:00Z,304,3671
2021-04-13T05:00Z,404,1392
2021-04-13T05:00Z,499,983
2021-04-13T05:00Z,302,994
2021-04-13T05:15Z,200,7510
2021-04-13T05:15Z,304,2773
2021-04-13T05:15Z,404,735
2021-04-13T05:15Z,499,955
2021-04-13T05:30Z,200,7545
2021-04-13T05:30Z,304,3669
2021-04-13T05:30Z,404,1010
2021-04-13T05:30Z,302,495
2021-04-13T05:45Z,200,6770
2021-04-13T05:45Z,304,3422
2021-04-13T05:45Z,404,1300
2021-04-13T06:00Z,200,5455
2021-04-13T06:00Z,304,4028
2021-04-13T06:00Z,404,674
2021-04-13T06:15Z,200,8539
2021-04-13T06:15Z,304,4570
2021-04-13T06:15Z,404,1264
2021-04-13T06:30Z,200,7497
2021-04-13T06:30Z,304,3761
2021-04-13T06:30Z,404,941
2021-04-13T06:45Z,200,8556
2021-04-13T06:45Z,304,4149
2021-04-13T06:45Z,404,810
2021-04-13T06:45Z,302,960
2021-04-13T07:00Z,200,10544
2021-04-13T07:00Z,304,4117
2021-04-13T07:00Z,404,2389
2021-04-13T07:00Z,302,568
2021-04-13T07:15Z,200,8135
2021-04-13T07:15Z,304,4195
2021-04-13T07:15Z,404,971
2021-04-13T07:30Z,200,8213
2021-04-13T07:30Z,304,4182
2021-04-13T07:30Z,404,2013
2021-04-13T07:45Z,200,9479
2021-04-13T07:45Z,304,4381
2021-04-13T07:45Z,404,498
2021-04-13T07:45Z,302,257
2021-04-13T08:00Z,200,10731
2021-04-13T08:00Z,304,5099
2021-04-13T08:00Z,404,665
2021-04-13T08:00Z,302,386
2021-04-13T08:15Z,200,8085
2021-04-13T08:15Z,304,5316
2021-04-13T08:15Z,404,576
2021-04-13T08:30Z,200,6505
2021-04-13T08:30Z,304,4885
2021-04-13T08:30Z,404,1117
2021-04-13T08:30Z,302,725
2021-04-13T08:45Z,200,6537
2021-04-13T08:45Z,304,5329
2021-04-13T08:45Z,404,1396
2021-04-13T09:00Z,200,9283
2021-04-13T09:00Z,304,5702
2021-04-13T09:00Z,404,1108
2021-04-13T09:15Z,200,9547
2021-04-13T09:15Z,304,4770
2021-04-13T09:15Z,404,1481
2021-04-13T09:30Z,200,8854
2021-04-13T09:30Z,304,5489
2021-04-13T09:30Z,404,955
2021-04-13T09:30Z,499,471
2021-04-13T09:45Z,200,7977
2021-04-13T09:45Z,304,4353
2021-04-13T09:45Z,404,666
2021-04-13T10:00Z,200,5620
2021-04-13T10:00Z,304,4764
2021-04-13T10:00Z,404,508
2021-04-13T10:00Z,499,795
2021-04-13T10:15Z,200,5540
2021-04-13T10:15Z,304,5180
2021-04-13T10:15Z,404,663
2021-04-13T10:30Z,200,6645
2021-04-13T10:30Z,304,4601
2021-04-13T10:30Z,404,880
2021-04-13T10:45Z,200,7973
2021-04-13T10:45Z,304,4523
2021-04-13T10:45Z,404,1132
2021-04-13T11:00Z,200,8325
2021-04-13T11:00Z,304,4652
2021-04-13T11:00Z,404,1160
2021-04-13T11:00Z,500,26
2021-04-13T11:00Z,302,395
2021-04-13T11:15Z,200,7689
2021-04-13T11:15Z,304,4427
2021-04-13T11:15Z,404,1531
2021-04-13T11:30Z,200,7089
2021-04-13T11:30Z,304,3910
2021-04-13T11:30Z,404,1244
2021-04-13T11:45Z,200,7715
2021-04-13T11:45Z,304,4288
2021-04-13T11:45Z,404,864
2021-04-13T12:00Z,200,8797
2021-04-13T12:00Z,304,4566
2021-04-13T12:00Z,404,1062
2021-04-13T12:00Z,302,364
2021-04-13T12:15Z,200,9699
2021-04-13T12:15Z,304,4346
2021-04-13T12:15Z,404,557
2021-04-13T12:30Z,200,9706
2021-04-13T12:30Z,304,5559
2021-04-13T12:30Z,404,1605
2021-04-13T12:30Z,500,707
2021-04-13T12:45Z,200,9957
2021-04-13T12:45Z,304,6071
2021-04-13T12:45Z,404,1267
2021-04-13T12:45Z,500,307
2021-04-13T13:00Z,200,9840
2021-04-13T13:00Z,304,5526
2021-04-13T13:00Z,404,601
2021-04-13T13:00Z,499,533
2021-04-13T13:15Z,200,8553
2021-04-13T13:15Z,304,4930
2021-04-13T13:15Z,404,757
2021-04-13T13:30Z,200,11551
2021-04-13T13:30Z,304,5353
2021-04-13T13:30Z,404,838
2021-04-13T13:30Z,499,823
2021-04-13T13:45Z,200,14008
2021-04-13T13:45Z,304,6296
2021-04-13T13:45Z,404,1399
2021-04-13T14:00Z,200,11254
2021-04-13T14:00Z,304,5798
2021-04-13T14:00Z,404,1439
2021-04-13T14:00Z,499,326
2021-04-13T14:00Z,302,308
2021-04-13T14:00Z,500,600
2021-04-13T14:15Z,200,11228
2021-04-13T14:15Z,304,7396
2021-04-13T14:15Z,404,1924
2021-04-13T14:15Z,302,724
2021-04-13T14:15Z,499,424
2021-04-13T14:30Z,200,10121
2021-04-13T14:30Z,304,7924
2021-04-13T14:30Z,404,1996
2021-04-13T14:30Z,499,836
2021-04-13T14:30Z,500,641
2021-04-13T14:45Z,200,10573
2021-04-13T14:45Z,304,5177
2021-04-13T14:45Z,404,832
2021-04-13T14:45Z,499,161
2021-04-13T15:00Z,200,12740
2021-04-13T15:00Z,304,5971
2021-04-13T15:00Z,404,1357
2021-04-13T15:00Z,302,334
2021-04-13T15:00Z,499,761
2021-04-13T15:15Z,200,11103
2021-04-13T15:15Z,304,5043
2021-04-13T15:15Z,404,1526
2021-04-13T15:15Z,499,442
2021-04-13T15:30Z,200,9123
2021-04-13T15:30Z,304,5239
2021-04-13T15:30Z,404,2372
2021-04-13T15:30Z,302,501
2021-04-13T15:45Z,200,10766
2021-04-13T15:45Z,304,4915
2021-04-13T15:45Z,404,2041
2021-04-13T15:45Z,302,347
2021-04-13T16:00Z,200,9553
2021-04-13T16:00Z,304,5415
2021-04-13T16:00Z,404,4428
2021-04-13T16:00Z,499,328
2021-04-13T16:00Z,302,923
2021-04-13T16:15Z,200,14906
2021-04-13T16:15Z,304,6917
2021-04-13T16:15Z,404,1114
2021-04-13T16:15Z,503,774
2021-04-13T16:30Z,200,11613
2021-04-13T16:30Z,304,3999
2021-04-13T16:30Z,404,2462
2021-04-13T16:30Z,499,1009
2021-04-13T16:45Z,200,12385
2021-04-13T16:45Z,304,4921
2021-04-13T16:45Z,404,2955
2021-04-13T17:00Z,200,9728
2021-04-13T17:00Z,304,4779
2021-04-13T17:00Z,404,931
2021-04-13T17:00Z,302,960
2021-04-13T17:15Z,200,8855
2021-04-13T17:15Z,304,4845
2021-04-13T17:15Z,404,2443
2021-04-13T17:15Z,499,746
2021-04-13T17:30Z,200,9362
2021-04-13T17:30Z,304,5328
2021-04-13T17:30Z,404,4399
2021-04-13T17:30Z,499,983
2021-04-13T17:45Z,200,10311
2021-04-13T17:45Z,304,4763
2021-04-13T17:45Z,404,4508
2021-04-13T17:45Z,499,346
2021-04-13T18:00Z,200,13432
2021-04-13T18:00Z,304,5187
2021-04-13T18:00Z,404,916
2021-04-13T18:00Z,499,539
2021-04-13T18:15Z,200,7950
2021-04-13T18:15Z,304,4675
2021-04-13T18:15Z,404,1730
2021-04-13T18:15Z,302,684
2021-04-13T18:15Z,500,515
2021-04-13T18:30Z,200,8253
2021-04-13T18:30Z,304,5159
2021-04-13T18:30Z,404,3699
2021-04-13T18:30Z,302,49
2021-04-13T18:30Z,499,691
2021-04-13T18:45Z,200,9033
2021-04-13T18:45Z,304,4820
2021-04-13T18:45Z,404,1565
2021-04-13T18:45Z,499,527
2021-04-13T18:45Z,302,632
2021-04-13T19:00Z,200,9512
2021-04-13T19:00Z,304,4358
2021-04-13T19:00Z,404,2066
2021-04-13T19:00Z,302,89
2021-04-13T19:00Z,403,943
2021-04-13T19:00Z,500,469
2021-04-13T19:15Z,200,11376
2021-04-13T19:15Z,304,4895
2021-04-13T19:15Z,404,2173
2021-04-13T19:15Z,302,817
2021-04-13T19:15Z,499,560
2021-04-13T19:30Z,200,9788
2021-04-13T19:30Z,304,4514
2021-04-13T19:30Z,404,2740
2021-04-13T19:30Z,499,1078
2021-04-13T19:30Z,500,210
2021-04-13T19:30Z,302,653
2021-04-13T19:45Z,200,9320
2021-04-13T19:45Z,304,4353
2021-04-13T19:45Z,404,1403
2021-04-13T19:45Z,302,159
2021-04-13T20:00Z,200,9921
2021-04-13T20:00Z,304,4982
2021-04-13T20:00Z,404,1013
2021-04-13T20:00Z,499,955
2021-04-13T20:00Z,302,648
2021-04-13T20:15Z,200,9854
2021-04-13T20:15Z,304,4368
2021-04-13T20:15Z,404,1029
2021-04-13T20:15Z,499,979
2021-04-13T20:30Z,200,12806
2021-04-13T20:30Z,304,3831
2021-04-13T20:30Z,404,1144
2021-04-13T20:30Z,499,491
2021-04-13T20:45Z,200,11979
2021-04-13T20:45Z,304,4745
2021-04-13T20:45Z,404,914
2021-04-13T20:45Z,503,81
2021-04-13T20:45Z,302,325
2021-04-13T21:00Z,200,9905
2021-04-13T21:00Z,304,4185
2021-04-13T21:00Z,404,1165
2021-04-13T21:00Z,499,498
2021-04-13T21:00Z,500,351
2021-04-13T21:15Z,200,10121
2021-04-13T21:15Z,304,4038
2021-04-13T21:15Z,404,987
2021-04-13T21:15Z,302,34
2021-04-13T21:15Z,503,742
2021-04-13T21:30Z,200,8623
2021-04-13T21:30Z,304,4195
2021-04-13T21:30Z,404,1639
2021-04-13T21:30Z,503,672
2021-04-13T21:30Z,500,705
2021-04-13T21:30Z,499,545
2021-04-13T21:45Z,200,10698
2021-04-13T21:45Z,404,3691
2021-04-13T21:45Z,304,4204
2021-04-13T21:45Z,499,724
2021-04-13T22:00Z,200,10411
2021-04-13T22:00Z,304,3674
2021-04-13T22:00Z,404,995
2021-04-13T22:00Z,401,14
2021-04-13T22:00Z,499,464
2021-04-13T22:15Z,200,8846
2021-04-13T22:15Z,304,3234
2021-04-13T22:15Z,404,2091
2021-04-13T22:30Z,200,9718
2021-04-13T22:30Z,304,4379
2021-04-13T22:30Z,404,541
2021-04-13T22:30Z,302,408
2021-04-13T22:45Z,200,9753
2021-04-13T22:45Z,304,3029
2021-04-13T22:45Z,404,810
2021-04-13T22:45Z,499,67
2021-04-13T23:00Z,200,9507
2021-04-13T23:00Z,304,3868
2021-04-13T23:00Z,404,914
2021-04-13T23:15Z,200,11514
2021-04-13T23:15Z,304,2627
2021-04-13T23:15Z,404,1200
2021-04-13T23:15Z,302,697
2021-04-13T23:30Z,200,8833
2021-04-13T23:30Z,304,3354
2021-04-13T23:30Z,404,839
2021-04-13T23:30Z,302,679
2021-04-13T23:45Z,200,7122
2021-04-13T23:45Z,304,2824
2021-04-13T23:45Z,404,1352
2021-04-14,200,8025
2021-04-14,304,2949
2021-04-14,404,699
2021-04-14T00:15Z,200,6797
2021-04-14T00:15Z,304,3812
2021-04-14T00:15Z,404,455
2021-04-14T00:15Z,302,299
2021-04-14T00:30Z,200,7190
2021-04-14T00:30Z,304,2639
2021-04-14T00:30Z,404,1152
2021-04-14T00:45Z,200,10199
2021-04-14T00:45Z,304,3737
2021-04-14T00:45Z,404,1719
2021-04-14T01:00Z,200,7915
2021-04-14T01:00Z,304,4260
2021-04-14T01:00Z,404,1285
2021-04-14T01:00Z,302,926
2021-04-14T01:15Z,200,6572
2021-04-14T01:15Z,304,4315
2021-04-14T01:15Z,404,580
2021-04-14T01:15Z,302,127
2021-04-14T01:30Z,200,7219
2021-04-14T01:30Z,304,3674
2021-04-14T01:30Z,404,727
2021-04-14T01:30Z,302,1003
2021-04-14T01:45Z,200,8032
2021-04-14T01:45Z,304,3658
2021-04-14T01:45Z,404,1358
2021-04-14T02:00Z,200,10536
2021-04-14T02:00Z,304,3904
2021-04-14T02:00Z,404,1673
2021-04-14T02:15Z,200,10859
2021-04-14T02:15Z,304,4199
2021-04-14T02:15Z,404,1505
2021-04-14T02:15Z,503,92
2021-04-14T02:30Z,200,8310
2021-04-14T02:30Z,304,3986
2021-04-14T02:30Z,404,2202
2021-04-14T02:30Z,401,119
2021-04-14T02:30Z,302,136
2021-04-14T02:45Z,200,8704
2021-04-14T02:45Z,304,3741
2021-04-14T02:45Z,404,1201
2021-04-14T02:45Z,499,55
2021-04-14T03:00Z,200,8517
2021-04-14T03:00Z,304,3720
2021-04-14T03:00Z,404,951
2021-04-14T03:15Z,200,7155
2021-04-14T03:15Z,304,3724
2021-04-14T03:15Z,404,1987
2021-04-14T03:30Z,200,7505
2021-04-14T03:30Z,304,3252
2021-04-14T03:30Z,404,1194
2021-04-14T03:30Z,302,754
2021-04-14T03:45Z,200,5633
2021-04-14T03:45Z,304,2883
2021-04-14T03:45Z,404,1111
2021-04-14T04:00Z,200,6739
2021-04-14T04:00Z,304,2774
2021-04-14T04:00Z,404,1061
2021-04-14T04:00Z,499,697
2021-04-14T04:15Z,200,5159
2021-04-14T04:15Z,304,3198
2021-04-14T04:15Z,404,1546
2021-04-14T04:30Z,200,5668
2021-04-14T04:30Z,304,3166
2021-04-14T04:30Z,404,643
2021-04-14T04:30Z,302,311
2021-04-14T04:45Z,200,7752
2021-04-14T04:45Z,304,3623
2021-04-14T04:45Z,404,2208
2021-04-14T04:45Z,403,240
2021-04-14T05:00Z,200,6096
2021-04-14T05:00Z,304,2539
2021-04-14T05:00Z,404,1850
2021-04-14T05:15Z,200,5657
2021-04-14T05:15Z,304,3428
2021-04-14T05:15Z,404,1941
2021-04-14T05:30Z,200,6010
2021-04-14T05:30Z,304,3884
2021-04-14T05:30Z,404,563
2021-04-14T05:45Z,200,5052
2021-04-14T05:45Z,304,3197
2021-04-14T05:45Z,404,1001
2021-04-14T06:00Z,200,7971
2021-04-14T06:00Z,304,4107
2021-04-14T06:00Z,404,1436
2021-04-14T06:15Z,200,7739
2021-04-14T06:15Z,304,4547
2021-04-14T06:15Z,404,698
2021-04-14T06:15Z,403,847
2021-04-14T06:30Z,200,6724
2021-04-14T06:30Z,304,5117
2021-04-14T06:30Z,404,576
2021-04-14T06:45Z,200,7615
2021-04-14T06:45Z,304,3906
2021-04-14T06:45Z,404,1389
2021-04-14T06:45Z,302,814
2021-04-14T07:00Z,200,7307
2021-04-14T07:00Z,304,5056
2021-04-14T07:00Z,404,1127
2021-04-14T07:15Z,200,6248
2021-04-14T07:15Z,304,4404
2021-04-14T07:15Z,404,1107
2021-04-14T07:30Z,200,9935
2021-04-14T07:30Z,304,4511
2021-04-14T07:30Z,404,546
2021-04-14T07:45Z,200,13045
2021-04-14T07:45Z,304,4910
2021-04-14T07:45Z,404,422
2021-04-14T07:45Z,500,295
2021-04-14T08:00Z,200,8909
2021-04-14T08:00Z,304,5082
2021-04-14T08:00Z,404,1220
2021-04-14T08:00Z,302,172
2021-04-14T08:15Z,200,8547
2021-04-14T08:15Z,304,5418
2021-04-14T08:15Z,404,1641
2021-04-14T08:30Z,200,8954
2021-04-14T08:30Z,304,5282
2021-04-14T08:30Z,404,1029
2021-04-14T08:30Z,302,358
2021-04-14T08:45Z,200,9398
2021-04-14T08:45Z,304,6087
2021-04-14T08:45Z,404,1225
2021-04-14T08:45Z,302,46
2021-04-14T09:00Z,200,10159
2021-04-14T09:00Z,304,5677
2021-04-14T09:00Z,404,2086
2021-04-14T09:15Z,200,8910
2021-04-14T09:15Z,304,5200
2021-04-14T09:15Z,404,447
2021-04-14T09:15Z,500,479
2021-04-14T09:30Z,200,7189
2021-04-14T09:30Z,304,6161
2021-04-14T09:30Z,404,805
2021-04-14T09:45Z,200,7156
2021-04-14T09:45Z,304,4984
2021-04-14T09:45Z,404,286
2021-04-14T10:00Z,200,7610
2021-04-14T10:00Z,304,6166
2021-04-14T10:00Z,404,1509
2021-04-14T10:00Z,302,229
2021-04-14T10:15Z,200,6634
2021-04-14T10:15Z,304,5240
2021-04-14T10:15Z,404,752
2021-04-14T10:30Z,200,6427
2021-04-14T10:30Z,304,4144
2021-04-14T10:30Z,404,560
2021-04-14T10:45Z,200,7832
2021-04-14T10:45Z,304,4403
2021-04-14T10:45Z,404,520
2021-04-14T10:45Z,500,32
2021-04-14T10:45Z,499,115
2021-04-14T11:00Z,200,7073
2021-04-14T11:00Z,304,5088
2021-04-14T11:00Z,404,668
2021-04-14T11:00Z,302,871
2021-04-14T11:15Z,200,6591
2021-04-14T11:15Z,304,4778
2021-04-14T11:15Z,404,986
2021-04-14T11:30Z,200,5851
2021-04-14T11:30Z,304,4643
2021-04-14T11:30Z,404,868
2021-04-14T11:45Z,200,7861
2021-04-14T11:45Z,304,4524
2021-04-14T11:45Z,404,762
2021-04-14T11:45Z,302,661
2021-04-14T12:00Z,200,13280
2021-04-14T12:00Z,304,4861
2021-04-14T12:00Z,404,2235
2021-04-14T12:00Z,302,974
2021-04-14T12:15Z,200,7331
2021-04-14T12:15Z,304,5247
2021-04-14T12:15Z,404,1077
2021-04-14T12:15Z,500,281
2021-04-14T12:15Z,302,53
2021-04-14T12:30Z,200,8701
2021-04-14T12:30Z,304,5468
2021-04-14T12:30Z,404,1678
2021-04-14T12:30Z,499,17
2021-04-14T12:30Z,302,535
2021-04-14T12:45Z,200,8681
2021-04-14T12:45Z,304,4903
2021-04-14T12:45Z,404,690
2021-04-14T13:00Z,200,7318
2021-04-14T13:00Z,304,4900
2021-04-14T13:00Z,404,1525
2021-04-14T13:00Z,302,35
2021-04-14T13:00Z,499,816
2021-04-14T13:15Z,200,9067
2021-04-14T13:15Z,304,5473
2021-04-14T13:15Z,404,466
2021-04-14T13:15Z,500,214
2021-04-14T13:30Z,200,10954
2021-04-14T13:30Z,304,6865
2021-04-14T13:30Z,404,2130
2021-04-14T13:30Z,302,809
2021-04-14T13:45Z,200,10084
2021-04-14T13:45Z,304,6190
2021-04-14T13:45Z,404,1030
2021-04-14T13:45Z,499,87
2021-04-14T13:45Z,302,344
2021-04-14T14:00Z,200,9228
2021-04-14T14:00Z,304,5829
2021-04-14T14:00Z,404,1281
2021-04-14T14:00Z,499,40
2021-04-14T14:15Z,200,10232
2021-04-14T14:15Z,304,5780
2021-04-14T14:15Z,404,709
2021-04-14T14:30Z,200,10560
2021-04-14T14:30Z,304,6097
2021-04-14T14:30Z,404,776
2021-04-14T14:30Z,499,407
2021-04-14T14:45Z,200,12303
2021-04-14T14:45Z,304,6412
2021-04-14T14:45Z,404,1401
2021-04-14T14:45Z,499,701
2021-04-14T14:45Z,302,121
2021-04-14T15:00Z,200,10725
2021-04-14T15:00Z,304,6374
2021-04-14T15:00Z,404,1583
2021-04-14T15:00Z,302,818
2021-04-14T15:15Z,200,10693
2021-04-14T15:15Z,304,6023
2021-04-14T15:15Z,404,2032
2021-04-14T15:15Z,499,300
2021-04-14T15:15Z,302,728
2021-04-14T15:15Z,503,346
2021-04-14T15:30Z,200,9841
2021-04-14T15:30Z,304,5028
2021-04-14T15:30Z,404,1220
2021-04-14T15:30Z,499,813
2021-04-14T15:45Z,200,10261
2021-04-14T15:45Z,304,5104
2021-04-14T15:45Z,404,1512
2021-04-14T15:45Z,499,784
2021-04-14T16:00Z,200,11136
2021-04-14T16:00Z,304,5510
2021-04-14T16:00Z,404,994
2021-04-14T16:00Z,302,998
2021-04-14T16:15Z,200,11111
2021-04-14T16:15Z,304,4950
2021-04-14T16:15Z,404,2961
2021-04-14T16:30Z,200,9537
2021-04-14T16:30Z,304,4272
2021-04-14T16:30Z,404,1051
2021-04-14T16:45Z,200,10162
2021-04-14T16:45Z,304,4218
2021-04-14T16:45Z,404,984
2021-04-14T16:45Z,499,950
2021-04-14T17:00Z,200,10377
2021-04-14T17:00Z,304,5104
2021-04-14T17:00Z,404,1301
2021-04-14T17:00Z,499,356
2021-04-14T17:15Z,200,9830
2021-04-14T17:15Z,304,4409
2021-04-14T17:15Z,404,1485
2021-04-14T17:15Z,302,427
2021-04-14T17:30Z,200,12765
2021-04-14T17:30Z,304,5225
2021-04-14T17:30Z,404,2445
2021-04-14T17:30Z,401,605
2021-04-14T17:30Z,302,929
2021-04-14T17:30Z,403,227
2021-04-14T17:45Z,200,10047
2021-04-14T17:45Z,304,5148
2021-04-14T17:45Z,404,1237
2021-04-14T18:00Z,200,9438
2021-04-14T18:00Z,304,4621
2021-04-14T18:00Z,404,1275
2021-04-14T18:15Z,200,9641
2021-04-14T18:15Z,304,4441
2021-04-14T18:15Z,404,1281
2021-04-14T18:15Z,499,496
2021-04-14T18:30Z,200,9563
2021-04-14T18:30Z,304,4596
2021-04-14T18:30Z,404,2120
2021-04-14T18:45Z,200,9288
2021-04-14T18:45Z,304,4432
2021-04-14T18:45Z,404,1685
2021-04-14T18:45Z,499,464
2021-04-14T19:00Z,200,10688
2021-04-14T19:00Z,304,4681
2021-04-14T19:00Z,404,1622
2021-04-14T19:00Z,499,710
2021-04-14T19:00Z,302,227
2021-04-14T19:15Z,200,11753
2021-04-14T19:15Z,304,4707
2021-04-14T19:15Z,404,1468
2021-04-14T19:15Z,499,866
2021-04-14T19:15Z,302,757
2021-04-14T19:15Z,403,810
2021-04-14T19:30Z,200,14166
2021-04-14T19:30Z,304,4244
2021-04-14T19:30Z,404,576
2021-04-14T19:30Z,499,767
2021-04-14T19:45Z,200,10802
2021-04-14T19:45Z,304,5554
2021-04-14T19:45Z,404,482
2021-04-14T19:45Z,499,469
2021-04-14T20:00Z,200,9384
2021-04-14T20:00Z,304,4486
2021-04-14T20:00Z,404,951
2021-04-14T20:00Z,302,304
2021-04-14T20:15Z,200,9943
2021-04-14T20:15Z,304,5106
2021-04-14T20:15Z,404,1376
2021-04-14T20:15Z,499,729
2021-04-14T20:15Z,302,855
2021-04-14T20:15Z,401,109
2021-04-14T20:15Z,500,972
2021-04-14T20:30Z,200,9624
2021-04-14T20:30Z,304,4887
2021-04-14T20:30Z,404,1076
2021-04-14T20:45Z,200,13248
2021-04-14T20:45Z,304,5184
2021-04-14T20:45Z,404,1743
